,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000000001,1205.4411511277447,0.0919867602559217,0.10342659160458062,0.8893917785438048,0.3737925618963862,0.9998950560827469
ENSMUSG00000000028,55.94114153928686,-0.15505797571952512,0.2427807053230175,-0.6386750360298274,0.5230343560328294,0.9998950560827469
ENSMUSG00000000037,26.22830743832206,-0.46977752345537466,0.32037026636745025,-1.4663580636929678,0.14255076475487596,0.9998950560827469
ENSMUSG00000000049,19.17162516773965,-0.5447969264132146,0.5027379025843193,-1.0836599421143531,0.2785156028130086,0.9998950560827469
ENSMUSG00000000056,826.5439382685089,-0.19058821591101244,0.20954258966064318,-0.9095440512578966,0.3630630161286782,0.9998950560827469
ENSMUSG00000000058,1127.5453386372908,-0.31390012798450767,0.24891202286901226,-1.2610886544025832,0.20727690782554598,0.9998950560827469
ENSMUSG00000000078,1148.4763963922785,-0.18586471943478108,0.15928892965412805,-1.1668401554229686,0.24327492724030408,0.9998950560827469
ENSMUSG00000000085,549.7980880235225,0.061499955387493116,0.1364844778020919,0.45060036406975573,0.6522776042039622,0.9998950560827469
ENSMUSG00000000088,2791.4510175754385,0.11156805203940744,0.11306008648982614,0.9868031725718432,0.32373913913982,0.9998950560827469
ENSMUSG00000000093,672.840412319442,-0.2202091006304655,0.20699667648890702,-1.0638291607656154,0.28740609859277977,0.9998950560827469
ENSMUSG00000000120,7425.646727489069,0.11174058264631766,0.35173688632530475,0.3176822988731813,0.750725939632648,0.9998950560827469
ENSMUSG00000000125,26.60052176805836,0.9422424486725384,0.7503931643646369,1.2556650212430194,0.20923744625629492,0.9998950560827469
ENSMUSG00000000126,177.04389563693522,0.052330334031593755,0.2266325268289043,0.23090389876427764,0.817389461801605,0.9998950560827469
ENSMUSG00000000127,288.90298787668854,0.08163404124285932,0.14333738495161585,0.5695237238380988,0.5690007755851718,0.9998950560827469
ENSMUSG00000000131,1432.6001367361405,-0.024501052334516486,0.07425909349071164,-0.32994009464418106,0.7414452271339935,0.9998950560827469
ENSMUSG00000000134,838.9249782171596,-0.10398681470646942,0.08024111731505622,-1.2959292964251585,0.19499984489440314,0.9998950560827469
ENSMUSG00000000142,195.05187366249046,0.2880251885169004,0.18928619217884887,1.5216386636631005,0.12809964415245062,0.9998950560827469
ENSMUSG00000000148,478.37539055689814,0.03699841740224841,0.11743859434467198,0.31504479092845145,0.7527276459014723,0.9998950560827469
ENSMUSG00000000149,2311.4871024212657,-0.04617627651783564,0.12781191992308794,-0.3612830207512934,0.7178878852450232,0.9998950560827469
ENSMUSG00000000154,184.03499314612733,0.05095509606686226,0.25666263262437494,0.19852946860961607,0.8426308309597629,0.9998950560827469
ENSMUSG00000000167,13.946552644785504,-0.4455573414602181,0.5101845137857811,-0.8733258839120721,0.3824854760731887,0.9998950560827469
ENSMUSG00000000168,2260.1656876634293,-0.006679532036981444,0.08903654096635204,-0.07502012055371421,0.9401987031152275,0.9998950560827469
ENSMUSG00000000171,1813.4483554444364,0.020759735772394285,0.1604080234046439,0.12941831294826164,0.8970266579002053,0.9998950560827469
ENSMUSG00000000184,191.0200135322067,0.21378996855960136,0.2340121878957856,0.9135847601869782,0.36093507723958984,0.9998950560827469
ENSMUSG00000000194,1142.6427112943147,-0.05750254138945801,0.13403742016773332,-0.42900364180017647,0.6679205744091636,0.9998950560827469
ENSMUSG00000000197,742.5106097041264,0.11752248218996476,0.29173671558239667,0.40283747609673864,0.6870677897093107,0.9998950560827469
ENSMUSG00000000202,19.85416484976837,0.9960510061079656,1.3088137085112241,0.7610334455015556,0.44663709082595227,0.9998950560827469
ENSMUSG00000000204,11.247759588705978,0.785448644659103,1.011823137508214,0.7762706895529226,0.43758917545019915,0.9998950560827469
ENSMUSG00000000214,230.7357795114539,0.20003672368813674,0.5466582120813291,0.3659264953260709,0.7144199250728841,0.9998950560827469
ENSMUSG00000000223,11313.581477188707,-0.30934713580136647,0.34733063284703536,-0.8906416726497116,0.37312143525172936,0.9998950560827469
ENSMUSG00000000247,6.3019392975054,-3.3853597718238038,2.37334001241141,-1.426411619961752,0.15374956150943914,0.9998950560827469
ENSMUSG00000000253,836.0435189828968,-0.04951915554987741,0.1136537270278962,-0.4357019945128855,0.6630529584553329,0.9998950560827469
ENSMUSG00000000266,710.7183502549748,0.09740279048506723,0.11939770841147446,0.8157844215015649,0.41462344475010726,0.9998950560827469
ENSMUSG00000000275,323.13915433305925,-0.08595665171666658,0.21877913795143292,-0.39289235948881107,0.694398984991607,0.9998950560827469
ENSMUSG00000000276,592.9860936263606,-0.5403667789912955,0.26090269313891556,-2.071142970929708,0.038345437174876006,0.9998950560827469
ENSMUSG00000000278,380.11081833260715,-0.42826958652015,0.22828986505516435,-1.8759903617125633,0.06065660338670888,0.9998950560827469
ENSMUSG00000000282,716.3805356969455,-0.04215904810853061,0.0937487006942822,-0.4497027457053805,0.65292479128445,0.9998950560827469
ENSMUSG00000000290,67.05083586686449,0.28750075775226797,0.5966985407023008,0.4818191065355817,0.6299344552133943,0.9998950560827469
ENSMUSG00000000295,231.87894672493675,-0.010145363058498344,0.19341042975318498,-0.05245509805983602,0.9581660726038346,0.9998950560827469
ENSMUSG00000000296,131.69250791209973,-0.07228470773914444,0.2337940546587524,-0.3091811203011632,0.7571837546182665,0.9998950560827469
ENSMUSG00000000301,70.3176032053757,0.01696216619119338,0.21839722510904333,0.0776665829097616,0.9380932767578043,0.9998950560827469
ENSMUSG00000000303,3478.0017474458245,0.008070013992107975,0.16419156941510235,0.049149989983381534,0.9607997652720968,0.9998950560827469
ENSMUSG00000000305,308.9768893234539,0.12420177542644772,0.15469847262769112,0.8028636179580194,0.42205356656242565,0.9998950560827469
ENSMUSG00000000308,5526.596105668525,-0.046762596466453414,0.1369397391801611,-0.3414830256462768,0.7327399813228169,0.9998950560827469
ENSMUSG00000000317,28.339994337849145,-0.19992686386222724,0.4524677642664481,-0.44185880111559683,0.6585913850390692,0.9998950560827469
ENSMUSG00000000318,13.98885407517826,-0.7654971737974223,0.5564640030915249,-1.3756454497408281,0.16893142823320795,0.9998950560827469
ENSMUSG00000000320,37.397402441323194,-0.21245614636384624,0.3777046898549977,-0.5624927412085059,0.5737803478611379,0.9998950560827469
ENSMUSG00000000326,914.6848538029302,-0.1485637381454361,0.28821931154311936,-0.5154537957572286,0.6062359487626032,0.9998950560827469
ENSMUSG00000000339,1453.1062043732213,0.006948423852438846,0.1348599999904303,0.05152323782390558,0.9589085853346965,0.9998950560827469
ENSMUSG00000000340,493.0226355112278,-0.04147350805113118,0.09770499316356764,-0.4244768533139397,0.6712180825494016,0.9998950560827469
ENSMUSG00000000346,2740.258872562693,-0.014517675539667551,0.07223115632433054,-0.20098910606498732,0.8407070923561266,0.9998950560827469
ENSMUSG00000000355,693.7213372657104,-0.10411974821369005,0.15056679459694228,-0.6915186611524273,0.4892396576322098,0.9998950560827469
ENSMUSG00000000359,10.321938513614459,-0.7142621045481667,0.5468911645630115,-1.3060406728620155,0.19153872639570735,0.9998950560827469
ENSMUSG00000000365,21.943631976371456,-0.6534020454298217,0.5421523533692493,-1.2052000537657033,0.2281260816430689,0.9998950560827469
ENSMUSG00000000374,2136.5392679406746,-0.06853236310953395,0.1784561004469847,-0.3840292539054633,0.7009567653749605,0.9998950560827469
ENSMUSG00000000378,850.5129707958686,-0.04662947575864072,0.06994602429126733,-0.6666494090424288,0.5049961009845577,0.9998950560827469
ENSMUSG00000000384,428.4565760565872,0.03992515934570157,0.09466680358642811,0.4217440309923534,0.6732118620049021,0.9998950560827469
ENSMUSG00000000392,63.94861198335657,-0.058127164460271656,0.37600758873758994,-0.15459040243157893,0.8771442367843402,0.9998950560827469
