,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000000001,1202.7027788647727,0.05006740046017665,0.07575813451767677,0.6608848116302857,0.5086861871268764,0.9999402059225491
ENSMUSG00000000028,57.12798194372764,-0.15786367224726594,0.27237893453438916,-0.5795737196678655,0.562202119685197,0.9999402059225491
ENSMUSG00000000037,23.92660098280957,-0.2000645868188705,0.3380471186524696,-0.591824558707591,0.5539680760232986,0.9999402059225491
ENSMUSG00000000049,19.530899588303466,0.8425146036144533,0.44522568510685634,1.8923315338652253,0.05844682197207915,0.8678544426723603
ENSMUSG00000000056,818.726016297212,-0.0818200873807643,0.12489017847756852,-0.6551362835585984,0.5123800130659277,0.9999402059225491
ENSMUSG00000000058,1133.0294331619311,0.08763375767244087,0.13829660653143105,0.6336652783488517,0.5262992893443195,0.9999402059225491
ENSMUSG00000000078,1172.0688970000615,0.04288304751663716,0.09122166803635659,0.470097164848444,0.6382855996611314,0.9999402059225491
ENSMUSG00000000085,541.1500184516376,0.044488977995696594,0.08820290013693269,0.5043935962040774,0.6139848172148454,0.9999402059225491
ENSMUSG00000000088,2930.6557766520054,-0.043541003858293126,0.08248716700777266,-0.527851851842485,0.5976021650663603,0.9999402059225491
ENSMUSG00000000093,680.570417788229,-0.26302102747559153,0.12426114662347046,-2.1166795464441024,0.034287053879520205,0.7363988790460594
ENSMUSG00000000120,8100.498087294098,0.0722286837988618,0.12129815386864544,0.5954639992054513,0.5515333566922356,0.9999402059225491
ENSMUSG00000000125,20.711068833631646,-0.5765665301128883,0.49535315437139527,-1.1639504564063048,0.24444409012861934,0.9999402059225491
ENSMUSG00000000126,185.16419733695145,-0.18850220642535281,0.13581132647540772,-1.3879711752869608,0.1651458225970227,0.9999402059225491
ENSMUSG00000000127,282.4874619314577,0.08900721272676936,0.127906212829739,0.695878728308924,0.4865047798261849,0.9999402059225491
ENSMUSG00000000131,1412.6305751989912,-0.011566777925195688,0.06375367172377688,-0.18142920419251507,0.856030697607991,0.9999402059225491
ENSMUSG00000000134,853.2014375181793,-0.061528428161308345,0.07575244267753635,-0.8122302857377561,0.4166595044353065,0.9999402059225491
ENSMUSG00000000142,190.34556290450098,-0.0323156387200444,0.17365192031764332,-0.1860943355013453,0.8523707839416617,0.9999402059225491
ENSMUSG00000000148,470.4136315061401,0.08602552850958299,0.09764189830080125,0.8810308894709094,0.3783011012559142,0.9999402059225491
ENSMUSG00000000149,2195.8358211158306,-0.09086704965911903,0.08944624411997933,-1.0158844628203045,0.30968440847305656,0.9999402059225491
ENSMUSG00000000154,181.91689735698634,-0.029814438360656906,0.14630180659787098,-0.20378721940601638,0.8385197807041709,0.9999402059225491
ENSMUSG00000000167,14.727353865932628,-0.2885744847757738,0.4278958261915265,-0.6744035980538114,0.5000547558558137,0.9999402059225491
ENSMUSG00000000168,2301.7133414177806,-0.010511480297648867,0.08153214756715746,-0.12892436433114476,0.8974174976065924,0.9999402059225491
ENSMUSG00000000171,1878.9870485559031,0.044863239786491434,0.0944944080683923,0.47477137222787535,0.6349499399474174,0.9999402059225491
ENSMUSG00000000184,169.98355800538482,-0.24512433699938108,0.16544182968942442,-1.4816345869695748,0.1384375508702308,0.9999402059225491
