;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj
ENSMUSG00000000001;1174.4663554887293;0.07394523022853286;0.084109865618352;0.8791504978031816;0.3793196806327337;0.9075693704110444
ENSMUSG00000000028;56.31167293421027;-0.3583002776679015;0.16378752597400106;-2.187591976477968;0.028699336814256023;0.6992399734375266
ENSMUSG00000000037;27.312936555609312;-0.004356651831400128;0.23393168553832905;-0.018623607235482013;0.9851413702500699;0.9979223596476398
ENSMUSG00000000049;20.862931409370386;0.10041553546696606;0.34175382119429604;0.29382417763773067;0.7688922590592474;0.9747353634138487
ENSMUSG00000000056;821.2967569520273;-0.026238514947172283;0.1517711383472756;-0.1728821120596364;0.8627440924389607;0.9858973022879115
ENSMUSG00000000058;1123.4289085926882;0.34293317800503936;0.17818976736934589;1.9245391195456174;0.05428704216224209;0.7492467751742593
ENSMUSG00000000078;1097.8437207422187;0.08112535339720015;0.11359245759501174;0.7141790495143108;0.47511647001524304;0.9244586825586436
ENSMUSG00000000085;540.244069018999;-0.039489978054285856;0.10756219083070477;-0.3671362376435812;0.7135173980532273;0.9630027616202693
ENSMUSG00000000088;2841.6505878870544;0.02243412606256545;0.06711476917030776;0.33426511541204157;0.7381795118141752;0.9691940411327972
ENSMUSG00000000093;647.9546724972217;0.0828372284940773;0.16640080511577826;0.4978174741188353;0.6186126984284359;0.949204233484426
ENSMUSG00000000120;6981.079586547557;0.03888898376750874;0.26155617607749565;0.14868310261573198;0.8818036951809821;0.9893270893468785
ENSMUSG00000000125;33.79507412104162;-1.3392557522548485;0.6255562597554896;-2.1409037658392576;0.0322817994048144;0.7049625749682609
ENSMUSG00000000126;164.87706850339143;-0.09750731685570155;0.21462575393043018;-0.45431321763607196;0.6496034039823384;0.9532697636590619
ENSMUSG00000000127;283.05514416763145;0.1125239610832272;0.09453966790443777;1.190230128552686;0.23395595447492745;0.8781033135769442
ENSMUSG00000000131;1431.7035333388237;-0.08982434111789689;0.060527844962994314;-1.4840168384123695;0.1378044535292238;0.8171568409438033
ENSMUSG00000000134;821.838359743535;-0.030587889237724826;0.0561982296017826;-0.5442856377232671;0.5862449286664098;0.9421616243254228
ENSMUSG00000000142;191.3919967377328;0.030618167615850057;0.11866512285033594;0.2580216232065644;0.7963902192066465;0.9796977181328993
ENSMUSG00000000148;482.5513847196764;-0.025460338736322974;0.10178514183332832;-0.25013806806904987;0.8024805774367137;0.9801551510587407
ENSMUSG00000000149;2355.7007335707;-0.08336450512367151;0.10024532100379396;-0.8316049496266906;0.4056319673614931;0.9139843194195117
ENSMUSG00000000154;171.61060909602975;0.08223851730370933;0.21521821649984788;0.3821168981008049;0.7023746583002459;0.9622258785868376
ENSMUSG00000000167;12.932874774574653;0.3422709451899984;0.3722284361311189;0.9195185320807467;0.35782441689443356;0.9012368709094875
ENSMUSG00000000168;2260.073915084069;0.012315098327711656;0.05608429604821743;0.21958193639666942;0.8261967607446377;0.9825917621773521
ENSMUSG00000000171;1776.0627136226879;0.11041224625639606;0.10484323719122343;1.0531174848694849;0.29228715018573825;0.8891787265715763
ENSMUSG00000000184;180.8262413210942;0.23191503821441928;0.17069461601846042;1.3586546759584845;0.17425604069603828;0.8459307631043375
ENSMUSG00000000194;1102.9765450701457;-0.017688439807499116;0.0945274204727395;-0.18712496034523904;0.8515626582817386;0.9858973022879115
ENSMUSG00000000197;719.3159848072498;-0.1539279657074359;0.23556177917970025;-0.6534505141006371;0.5134658822579703;0.9291512865237509
ENSMUSG00000000202;36.98582045939252;-2.4283941817969508;1.0155348831047009;-2.391246447756522;;
ENSMUSG00000000204;8.920774467827362;-0.06881119454658162;0.6099085627222136;-0.11282214868316592;0.9101715583450949;0.9902318736205236
ENSMUSG00000000214;168.2064183712234;0.3473486326410711;0.1655557754580355;2.0980762022954362;0.035898414408399;0.7103912538651939
ENSMUSG00000000223;11182.675869921917;-0.07718847841352706;0.254860842999285;-0.30286519304082976;0.7619925981935814;0.9739510307899037
ENSMUSG00000000247;9.739074212640991;-0.02708515036326353;2.7105042282464544;-0.009992661173890187;0.9920271426142295;0.9984143048337045
ENSMUSG00000000253;846.844044602057;-0.06367637113402853;0.07106457799628425;-0.8960353094245909;0.3702339052774358;0.9053142587468997
ENSMUSG00000000266;701.2369591732298;0.05983332648579548;0.09534104215103231;0.6275715592767688;0.5302846447764031;0.9329929802727226
ENSMUSG00000000275;312.2970718072665;0.00013292152782083276;0.1696851935984946;0.0007833419345670711;0.9993749836285004;0.9998092532095619
ENSMUSG00000000276;646.5873825245568;-0.39560684414764713;0.19159392878471723;-2.064819311639917;0.03894009991854328;0.7255464037520298
ENSMUSG00000000278;379.7416144059351;-0.2778922846189564;0.14518738722963362;-1.914024970911777;0.05561696518503706;0.7492467751742593
ENSMUSG00000000282;679.0629665042763;0.10103962089125099;0.07079829103791718;1.4271477377488893;0.15353731493462858;0.8297049224087462
ENSMUSG00000000290;55.70396236525967;-0.3166717938784968;0.35860740157825105;-0.8830598378193164;0.37720394215736697;0.9075693704110444
ENSMUSG00000000295;232.17292920979384;-0.009571423971914439;0.13019426510734944;-0.07351647911697559;0.9413951311189671;0.9940038167313825
ENSMUSG00000000296;145.0465523654044;-0.3005411701178877;0.18059248313534212;-1.6641953468941009;0.096073397656641;0.7877912508012804
ENSMUSG00000000301;69.39984048292678;0.3942951839834538;0.16559689678440062;2.381054184226698;0.017263172487202993;0.6370454318053658
ENSMUSG00000000303;3307.6555839523803;0.18049563514566913;0.16485361461209963;1.0948843042985448;0.27356732619375845;0.8890071552049067
ENSMUSG00000000305;297.3429880780677;-0.015229908984449066;0.12325245822482526;-0.1235667767101905;0.9016582991788759;0.9902318736205236
ENSMUSG00000000308;5677.712745667015;0.015282212813248782;0.08841176068643318;0.17285271432891897;0.862767200570284;0.9858973022879115
ENSMUSG00000000317;24.774816906343307;-0.20159260922961242;0.2940742121898456;-0.6855161074085279;0.49301829993591995;0.9277254217828642
ENSMUSG00000000318;8.894546595233427;0.6292850818597618;0.4772170517216604;1.3186559021507807;0.1872841756212551;0.8515523600660252
ENSMUSG00000000320;37.68936267418509;0.3147926276965521;0.27214858179426016;1.1566939853999685;0.24739740788761744;0.8796089816416056
ENSMUSG00000000326;947.5174341723721;-0.07303810134599072;0.15847597206343325;-0.4608780775722627;0.6448860808209766;0.9528095739733399
ENSMUSG00000000339;1449.7828176706555;0.0874959761791903;0.09038883704386641;0.9679953746581319;0.3330466797041457;0.8974157672335484
ENSMUSG00000000340;489.89841635038283;0.059178318578442794;0.06731143155418279;0.8791718911936498;0.3793080826815306;0.9075693704110444
ENSMUSG00000000346;2739.1873545824524;-0.005925370192110271;0.05282088599415369;-0.11217854605403821;0.910681839555332;0.9902318736205236
ENSMUSG00000000355;699.0359607267856;0.0668093821486155;0.09679429284706342;0.6902202617893538;0.49005568331615823;0.9275393105213467
ENSMUSG00000000359;10.515241862443135;-0.4043513453465226;0.38096483089037686;-1.06138759423406;0.28851379245431175;0.8891787265715763
ENSMUSG00000000365;22.61812606332671;0.3160701142084064;0.3920988422066911;0.806098055351546;0.42018631278028884;0.9157274353958452
ENSMUSG00000000374;2081.002721014819;0.024178859214313578;0.11568615715617334;0.20900391030944818;0.8344451860454841;0.9842676124524933
ENSMUSG00000000378;854.447913353572;-0.03501053265491018;0.05374878165167477;-0.6513735117160424;0.5148054051767552;0.9291512865237509
ENSMUSG00000000384;430.1737759038792;-0.042579526763792674;0.06630508047281063;-0.6421759307154908;0.5207589591150077;0.9309077062423158
ENSMUSG00000000392;51.17231313512957;0.41886488585667675;0.2874038289022892;1.4574088572740669;0.14500355358676648;0.8190876063166543
ENSMUSG00000000399;2550.2663198246332;-0.007787249666836091;0.05312487180162791;-0.14658387686871494;0.8834604805976375;0.9893270893468785
ENSMUSG00000000402;20.33395915418042;-1.2623450240329563;0.7486779351541956;-1.686098874775797;;
ENSMUSG00000000409;36.01504900697054;0.2807743468869667;0.2657330926020766;1.056602864692557;0.2906928725567086;0.8891787265715763
ENSMUSG00000000416;487.48772498796836;-0.16711146351120737;0.15173683926123446;-1.1013242685482827;0.2707555525338311;0.8885828709300965
ENSMUSG00000000420;1124.9706641019843;-0.007577995881920082;0.06477024616014096;-0.11699810223329851;0.9068615573522518;0.9902318736205236
