Gene ID;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj
ENSMUSG00000001227;144.31687222884366;0.27876859595415304;0.3002137254198036;0.9285671251850234;0.3531134655964294;0.8415627738956226
ENSMUSG00000001228;15.641925434691652;-0.20767389690602123;0.48504256624176695;-0.4281560245632282;0.6685375302487702;
ENSMUSG00000001229;1459.2498815942654;0.05299206393521624;0.07752156171462389;0.6835783846859688;0.4942414377399448;0.898151127969011
ENSMUSG00000001240;343.21349878729234;0.24830499948937018;0.1986358387804037;1.2500513553542412;0.21128078791888394;0.7615913604051573
ENSMUSG00000001247;115.37637495534761;0.5622900337096713;0.19513770667758978;2.8815037507778936;0.003957825240460344;0.29915759132160125
ENSMUSG00000001248;1367.468098268699;-0.05582825537862512;0.053464265027687086;-1.0442162694972765;0.296385341333696;0.8139889388112873
ENSMUSG00000001249;25.98228989913712;0.35229195375449013;0.31200222242202896;1.1291328344384783;0.2588418020287153;
ENSMUSG00000001260;889.5061142226022;-0.3741565408616121;0.16534187164501285;-2.2629267295638336;0.02364020636026684;0.48792799400434694
ENSMUSG00000001270;12125.034594236931;0.14953001509444;0.11835567904350328;1.263395354602952;0.2064471327775994;0.7592505160534673
ENSMUSG00000001280;745.6108521006303;0.0008422049688075519;0.08960690524763598;0.009398884678363235;0.992500885437285;0.9992085132244042
ENSMUSG00000001281;45.80778105373071;0.22233930251214132;0.2892599435345189;0.7686487793482143;0.44210183947402437;
ENSMUSG00000001285;520.3065777760834;0.11884508829671209;0.11546231220992459;1.0292976645109722;0.30333982044244345;0.8181026020115935
ENSMUSG00000001288;773.4464748531551;0.13922537388994394;0.10840626150228796;1.28429273328465;0.19903954846779082;0.7585669589805776
ENSMUSG00000001289;2002.3705271371864;0.028238033289958546;0.07306576330868855;0.38647421187757086;0.6991454977963256;0.9526121617001376
ENSMUSG00000001300;829.5107464191743;-0.09622736246897778;0.07549411112158079;-1.274634021639208;0.20243880970788342;0.7587339450872496
ENSMUSG00000001305;96.75122078759256;0.23652741282517706;0.19089049928520216;1.2390737816227855;0.21531817552307086;
ENSMUSG00000001313;778.1151840577667;0.3015025604162371;0.191633569512609;1.5733285205878242;0.11564276865020158;0.6872433469243046
ENSMUSG00000001323;975.4386478734235;-0.0441263430338186;0.06955995198587776;-0.6343641962659381;0.5258431699531889;0.9059217899865211
ENSMUSG00000001333;284.4431479318453;-0.12303960654027044;0.11344089727649356;-1.084614186719465;0.2780925690030386;0.8036057712138611
ENSMUSG00000001334;749.3487094225615;0.04325644842775798;0.11337685884379871;0.3815280196407024;0.7028114839972122;0.9528135864475097
ENSMUSG00000001348;62.65853569351011;2.415359145216457;1.1159533309875336;2.164390820070449;0.03043436776774661;
ENSMUSG00000001349;7.960652317254129;1.5742030802392883;0.7921827886711248;1.9871715249961328;0.04690339221377665;
ENSMUSG00000001366;1834.564584597266;-0.0027133014160679795;0.0902414732064956;-0.030067122351374417;0.9760135214325939;0.9977602407735436
ENSMUSG00000001376;1105.736452153379;-0.08809943835380643;0.0638046970005681;-1.3807672866626421;0.1673505249493532;0.7393008262943815
ENSMUSG00000001380;2033.9593522119965;-0.1445348631536844;0.04526437236442426;-3.1931264171748954;0.0014074131708976029;0.23217024023683705
ENSMUSG00000001383;2058.678091220256;-0.15883385758317575;0.06205225774923194;-2.559678943916295;0.010476890264803154;0.4044192851522546
ENSMUSG00000001403;12.817115534913611;0.1873914257085933;0.5514195846285769;0.339834548739896;0.7339811285277507;
ENSMUSG00000001415;1605.6142886904997;-0.09199392456659602;0.06144959518451889;-1.4970631505441103;0.134376826914865;0.7055694409209359
ENSMUSG00000001416;4016.0972366065703;-0.03338515716151884;0.054462227713261924;-0.612996540231301;0.5398786273758441;0.9083507706222246
ENSMUSG00000001418;893.39630836891;0.09021980409582579;0.0829489450657311;1.0876546292943576;0.2767476042199861;0.8033346929185313
ENSMUSG00000001419;1449.5867031091575;0.013290500938852466;0.06852185127686307;0.19396003889550642;0.8462071719832351;0.9820343164016416
ENSMUSG00000001420;1126.0342780626927;0.13962523388145623;0.09829571947231888;1.420460978677471;0.1554735210522108;0.7310994966723405
ENSMUSG00000001424;1452.591975712861;-0.02692795637562613;0.051397828315354804;-0.5239123375098235;0.6003395132639562;0.9259570507535106
ENSMUSG00000001435;375.8031455324369;0.10774772635841535;0.12491098111836095;0.8625961095951817;0.3883595701107554;0.8543009315972137
ENSMUSG00000001436;425.9342680810512;0.0031357666004384454;0.08843581322879182;0.0354581078179936;0.9717144504713082;0.9970986701600095
ENSMUSG00000001440;4024.4535221025485;-0.08513154889574678;0.034347235662856614;-2.4785560541574747;0.01319153815431891;0.40990881541408647
ENSMUSG00000001441;3428.9977876848534;-0.04630571454799957;0.06290645962282683;-0.7361042860405489;0.46166723461610926;0.8866685899595106
ENSMUSG00000001445;914.9942363671395;-0.0548829653976113;0.0726901569260597;-0.7550260959463625;0.4502333244654002;0.8804416592832622
ENSMUSG00000001467;2089.5772702390864;-0.1405349517558348;0.07788437901497769;-1.8044048567018682;0.07116786225304392;0.6363803896141574
ENSMUSG00000001472;11773.055931182096;-0.060325490404859475;0.06379738693351009;-0.9455793301962502;0.34436319094470613;0.8353780911122796
ENSMUSG00000001473;149.4523613644137;-0.24325957325192996;0.1712319240729757;-1.4206438114206874;0.1554203350173828;0.7310994966723405
ENSMUSG00000001482;1326.5724311234417;-0.04286763652199186;0.09576736055625962;-0.44762261665140896;0.654425577837814;0.9417164471505968
ENSMUSG00000001493;53.36388345727045;-0.07097661866175017;0.2755332908658028;-0.2575972523636681;0.7967177504629721;
ENSMUSG00000001497;40.711334972164124;0.011302819102426835;0.4093394084974425;0.027612340438747305;0.9779713391721515;
ENSMUSG00000001504;11.036783702236653;1.6726740941085472;0.9493409823703989;1.7619318297331543;0.07808081598996054;
