,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene Symbol
ENSMUSG00000000001,3586.3537667064797,-0.09601308377501475,0.051206303946505154,-1.8750246820258478,0.060789328039817424,0.5918588571758795,Gnai3
ENSMUSG00000000028,122.59820985237113,0.4143205870488758,0.25828142813592264,1.604143937251409,0.10868232894562059,0.6800367086012218,Cdc45
ENSMUSG00000000037,108.58185426246321,-0.2504280109657416,0.15585714370965373,-1.60677916331037,0.10810282066190713,0.679364246022501,Scml2
ENSMUSG00000000056,488.9489118083323,-0.14041626556813155,0.12613231343866993,-1.113245779293559,0.2656028861867131,0.7968618500070132,Narf
ENSMUSG00000000058,2768.958551722996,0.02889923640722151,0.10261309083545551,0.2816330369929376,0.7782249053112164,0.9655944212013443,Cav2
ENSMUSG00000000078,2298.2636503485246,-0.16637019032827677,0.07427646869290518,-2.2398774908932677,0.02509887731955127,0.4898794553397278,Klf6
ENSMUSG00000000085,643.8556153639715,0.07797772238873754,0.07652135093484386,1.0190322235049634,0.308187668744751,0.8168437682675026,Scmh1
ENSMUSG00000000088,1220.2652923322505,0.01196036641139615,0.07994691027934486,0.14960386048197585,0.8810771622411971,0.9886795388974668,Cox5a
ENSMUSG00000000093,70.20790497768967,-0.1016613219110181,0.23988456225617716,-0.4237926815917904,0.6717170158510399,0.9412523547749503,Tbx2
ENSMUSG00000000120,978.5506013756377,0.010879670140683442,0.10224467072028691,0.1064081879675392,0.915258496904144,0.9932976596460573,Ngfr
ENSMUSG00000000126,956.6292440627917,0.24189843142982206,0.1710722006175775,1.4140136770121565,0.15735788675911255,0.7254658555865894,Wnt9a
ENSMUSG00000000127,474.509655603382,-0.007911467724346007,0.06618097634818826,-0.11954292851049166,0.9048452318207655,0.9911676406869693,Fer
ENSMUSG00000000131,1370.2455925646273,0.027565432260790886,0.06847316737294566,0.4025727641698407,0.6872625491392671,0.9445946835664335,Xpo6
ENSMUSG00000000134,500.94359940880173,0.012568355254042233,0.08824624513043802,0.1424236831319539,0.8867453566327873,0.9892197067784212,Tfe3
ENSMUSG00000000142,59.83040217992075,-0.09852598016851706,0.2136062058991059,-0.4612505510025047,0.6446188576384332,0.936979616485682,Axin2
ENSMUSG00000000148,257.26391560421337,0.04722079906418642,0.0885747750280665,0.5331179113830509,0.5939519609809207,0.9251950590893765,Brat1
ENSMUSG00000000149,349.55464951317913,-0.041472160152700444,0.0944031447354271,-0.4393090957820285,0.6604375843849639,0.9387803470417145,Gna12
ENSMUSG00000000154,402.9343146146358,0.05070961533672241,0.10139965465937426,0.5000965289977384,0.6170071100660365,0.9312811013589722,Slc22a18
